service_name,motor_type,price
PERBAIKAN BELT DRIVE / ROLLER,VARIO 125 CBS,50000.0
PAKET KURAS OLI SHOCK,VARIO 125 CBS MMC,45000.0
PENGGANTIAN SARINGAN UDARA,REVO 110 CAST WHEEL,20000.0
PASANG BOHLAM REM,GENIO CBS,5000.0
JASA PASANG 15000,GENIO CBS,15000.0
SERVICE GRATIS (CSR),GENIO CBS,0.0
PENGGANTIAN KANVAS REM BELAKANG,BEAT POP CW,25000.0
PAKET PEMBERSIHAN CVT,BEAT POP CW,40000.0
JASA PASANG 25000,PCX 160 ABS,25000.0
GANTI OLI PLUS PENGGANTIAN,BEAT FI CW,0.0
PENGGANTIAN MINYAK REM,NEW VARIO 150,28000.0
PENGGANTIAN KANVAS REM BELAKANG * ABS,VARIO 125 CBS ISS SP,25000.0
JASA PASANG 45000,VARIO 125 CBS ISS SP,45000.0
JASA PASANG 50000,PCX,50000.0
VISIT FEE,NEW VARIO 125 CBS ISS,0.0
PERBAIKAN KANVAS REM DEPAN,VARIO 150,15000.0
SERVIS PAKET CVT PLUS,GENIO CBS ISS SE,50000.0
JASA PASANG 250000,PCX 160 ABS,250000.0
JASA PASANG 40000,BEAT STREET CBS,40000.0
PAKET GOCENG,NEW BLADE 125 FI R,5000.0
PENGGANTIAN SARINGAN OLI,NEW PCX 150 ABS,75000.0
JASA PASANG 150000,VARIO 160 ABS,150000.0
PAKET KURAS MASTER REM,BEAT STREET CBS,28500.0
PERBAIKAN KANVAS REM DEPAN,NEW SCOOPY SPORTY,20000.0
PENGGANTIAN OLI MESIN,SCOOPY PRESTIGE,7000.0
JASA PASANG 15000,SUPRA X 125 CW MMC,15000.0
PAKET GOCENG,GENIO CBS ISS,5000.0
GANTI OLI PLUS PENGGANTIAN,GENIO CBS,0.0
PAKET KURAS MASTER REM,VARIO 110 CBS,25000.0
PEMERIKSAAN LAIN - LAIN,BEAT STREET CBS,0.0
JASA PASANG 95000,PCX 160 ABS,95000.0
KPB 4,BEAT STREET,0.0
PAKET RESET FI,ALL NEW SCOOPY STYLISH,10000.0
JASA PASANG 60000,NEW VARIO CBS PGM FI,60000.0
PEMERIKSAAN LAIN - LAIN,NEW PCX 150 ABS,0.0
PAKET GOCENG,VARIO 110 CBS ISS,5000.0
PAKET RESET FI,NEW SCOOPY SPORTY,35000.0
JASA PASANG 15000,SCOOPY STYLISH,15000.0
PAKET CEBAN,BEAT STREET,10000.0
PENGGANTIAN BAN BELAKANG,ALL NEW SCOOPY STYLISH,0.0
PAKET KURAS MASTER REM,SCOOPY ESP,20000.0
JASA PASANG 285000,BeAT Sporty CBS,285000.0
JASA PASANG 250000,BeAT Sporty CBS,250000.0
PERBAIKAN KANVAS REM DEPAN,VARIO 110 CBS ISS,20000.0
GANTI OLI PLUS PENGGANTIAN,NEW MEGA PRO CW,0.0
PENGGANTIAN BAN BELAKANG,ALL NEW CBR 150R,25000.0
JASA PASANG 15000,NEW VARIO 125 CBS ISS,15000.0
SERVIS PAKET RINGAN PERAWATAN,NEW SUPRA X 125 FI CW,45000.0
JASA PASANG 50000,NEW VARIO TECHNO PGM FI,50000.0
JASA PASANG 40000,ALL NEW SCOOPY STYLISH,40000.0
PENGGANTIAN CVT,BEAT SW FI MMC,50000.0
JASA PASANG 170000,PCX 160 CBS,170000.0
SERVIS PAKET LENGKAP PERAWATAN,PCX160 ABS,150000.0
PENGGANTIAN OLI MESIN,NEW SONIC 150R SPECIAL,0.0
KPB 3,NEW VARIO 125 CBS,0.0
JASA PASANG 55000,NEW VARIO ESP CBS ISS ADVA,55000.0
PENGGANTIAN KABEL SPEEDO,NEW VARIO ESP CBS ISS ADVA,20000.0
JASA PASANG 250000,BeAT Street,250000.0
JASA PASANG 285000,BeAT Street,285000.0
VISIT FEE,ALL NEW CBR 150R,0.0
SPECIAL MATIC 50K,BEAT FI CW,50000.0
PEMERIKSAAN LAIN - LAIN,NEW BLADE 125 FI R,0.0
SERVIS PAKET CVT PLUS,ADV150 ABS,50000.0
PENGGANTIAN SEAL MAGNET,ALL NEW SCOOPY STYLISH,95000.0
BONGKAR MESIN,SUPRA GTR 150,250000.0
PROMO MERDEKA 1,BEAT STREET,0.0
PENGGANTIAN CVT,NEW SCOOPY PRESTIGE,60000.0
PENGGANTIAN BAN BELAKANG,NEW SCOOPY PRESTIGE,25000.0
SERVIS PAKET RINGAN PERAWATAN,VARIO 160 CBS,90000.0
PENGGANTIAN RADIATOR COOLANT,VARIO 160 CBS,25000.0
JASA PASANG 15000,SCOOPY,15000.0
PENGGANTIAN BOHLAM LAMPU DEPAN / SOCKET ,NEW VARIO 125 CBS,20000.0
JASA PASANG 15000,CB150R STREETFIRE,15000.0
JASA PASANG 40000,NEW SCOOPY FASHION,40000.0
JASA PASANG 120000,NEW VARIO 150,120000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),SUPRA X,45000.0
MODIFIKASI SPARKBOARD DEPAN,VARIO 125 CBS ISS,25000.0
PENGGANTIAN BUSI,SPACY CW HELM IN FI,15000.0
JASA PASANG 5000,KARISMA 125 D,5000.0
GANTI OLI PLUS PENGGANTIAN,CB150R STREETFIRE,0.0
PERBAIKAN FUEL PUMP,VARIO 150,0.0
SPECIAL MATIC 39K,SCOOPY FI,39000.0
JASA PASANG 20000,CRF150L,20000.0
JASA PASANG 90000,BEAT POP CW,90000.0
PEMERIKSAAN LAIN - LAIN,Beat Sporty,0.0
GANTI OLI PLUS PENGGANTIAN,SPACY CW HELM IN FI,5000.0
PERBAIKAN SARINGAN UDARA,NEW SUPRA X 125 FI CW,20000.0
PAKET SERVIS SILVER,BEAT SPORTY CBS ISS,160000.0
JASA PASANG 185000,BEAT SPORTY CBS ISS,185000.0
PERBAIKAN STANDAR TENGAH,NEW VARIO 150,0.0
PERBAIKAN CVT,NEW SCOOPY STYLISH JKT,40000.0
JASA PASANG 35000,NEW SCOOPY STYLISH JKT,35000.0
JASA PASANG 185000,NEW SCOOPY SPORTY,185000.0
JASA PASANG 50000,VARIO 110 CBS,50000.0
PERBAIKAN KANVAS REM BELAKANG,VARIO 160 CBS,20000.0
PERBAIKAN REFLEKTOR,BEAT FI CW,30000.0
JASA PASANG 50000,CB150R,50000.0
PENGGANTIAN BAN BELAKANG,SUPRA X 125 CW MMC,20000.0
PAKET INJECTOR CLEANER,NEW PCX 150 ABS,35000.0
PENGGANTIAN BEARING DEPAN,VARIO 160 ABS,20000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SCOOPY STYLISH JKT,70000.0
PENGGANTIAN KANVAS REM BELAKANG * ( CAKRAM ),ADV160 CBS,40000.0
JASA PASANG 30000,REVO X,30000.0
PENGGANTIAN CVT,VARIO 125 CBS ISS SP,50000.0
LCR GANTI,GENIO CBS ISS,0.0
JASA PASANG 5000,NEW SCOOPY FI,5000.0
JASA PASANG 5000,CBR 150R ABS,5000.0
PENGGANTIAN SARINGAN OLI,NEW VARIO,0.0
PERBAIKAN SARINGAN UDARA,NEW PCX 150 CBS,35000.0
PEMERIKSAAN LAIN - LAIN,ALL NEW SONIC 150 R,0.0
PAKET GOCENG,VARIO FI,5000.0
PENGGANTIAN MINYAK REM,SUPRA X 125 R DD,10000.0
SERVICE LENGKAP,BEAT SPORTY CBS,97000.0
PERBAIKAN FUEL PUMP,NEW VARIO TECHNO PGM FI,25000.0
PERBAIKAN CVT,SCOOPY FI,40000.0
SERVICE PERAWATAN BERKALA,BEAT POP ESP CBS PIXEL,110000.0
PENGGANTIAN CVT,BEAT POP ESP CBS PIXEL,60000.0
PENGGANTIAN KANVAS REM BELAKANG,BEAT POP ESP CBS PIXEL,30000.0
PENGGANTIAN OLI GARDAN,BEAT POP ESP CBS PIXEL,0.0
PENGGANTIAN MASTER REM DEPAN,BEAT POP ESP CBS PIXEL,45000.0
PENGGANTIAN OLI MESIN,BEAT POP ESP CBS PIXEL,0.0
PENGGANTIAN KANVAS REM DEPAN,BEAT POP ESP CBS PIXEL,25000.0
JASA PASANG 45000,GENIO CBS ISS,45000.0
SAFETY CHECK,BEAT POP CW,2000.0
PENGGANTIAN MASTER REM DEPAN,BEAT SPORTY CBS,35000.0
JASA PASANG 90000,Genio CBS ISS,90000.0
JASA 0,Beat Sporty,0.0
PENGGANTIAN SARINGAN UDARA,BeAT Street,7200.0
JASA PASANG 5000,Verza,2000.0
SERVIS PAKET RINGAN PERAWATAN,VARIO 160 ABS,117000.0
PERBAIKAN CVT,VARIO 125 CBS,40000.0
PAKET GOCENG,BeAT Street,5000.0
PAKET RESET FI,BeAT Sporty CBS ISS,30000.0
PROMO MERDEKA 2,SCOOPY PRESTIGE,15000.0
PENGGANTIAN RANTAI KETENG ,VARIO 125 CBS,80000.0
PENGGANTIAN BAN BELAKANG,VARIO 125 CBS,35000.0
PENGGANTIAN FUEL PUMP,VARIO 125 CBS,50000.0
SAFETY CHECK,VARIO 125 CBS,2000.0
SERVIS PAKET LENGKAP PERAWATAN,SUPRA,85000.0
JASA PASANG 30000,BeAT Sporty CBS ISS,30000.0
JASA PASANG 90000,NEW VARIO 125 CBS ISS,90000.0
PERBAIKAN KANVAS KOPLING,VARIO TECHNO 125 FI ISS,35000.0
PAKET GOCENG,VARIO TECHNO 125 FI ISS,5000.0
SETEL VELG BELAKANG,REVO,50000.0
PERBAIKAN STANG,REVO,50000.0
PAKET CEBAN,CB150R,10000.0
PENGGANTIAN MINYAK REM,VARIO 110 CBS ISS,5000.0
JASA PASANG 70000,NEW SUPRA X 125 CW FI MMC,70000.0
PENGGANTIAN SARINGAN OLI,BEAT SPORTY CBS,0.0
JASA PASANG 10000,MEGA PRO CW,10000.0
JASA PASANG 15000,REVO CW,15000.0
PENGGANTIAN INJECTOR,PCX 160 CBS,65000.0
PERBAIKAN BAN DEPAN,SUPRA X 125 R DD,25000.0
KPB 1,ALL NEW SCOOPY SPORTY,0.0
PENGGANTIAN BUSI,NEW BLADE 125 FI R STD,5000.0
PERBAIKAN MASTER REM DEPAN,PCX 160 CBS,0.0
SERVIS PAKET RINGAN PERAWATAN,PCX 150,115000.0
PEMERIKSAAN KELISTRIKAN,PCX 150,50000.0
PERBAIKAN JARI - JARI / GANTI TROMOL,BEAT SPORTY CBS ISS,100000.0
JASA PASANG 5000,NEW VARIO CBS PGM FI,5000.0
JASA PASANG 100000,VARIO 150,100000.0
PENGGANTIAN OLI GARDAN,VARIO 160 ABS,10000.0
JASA PASANG 105000,VARIO 160 ABS,105000.0
PENGGANTIAN OLI MESIN,CBR 150R ABS,0.0
PENGGANTIAN SARINGAN UDARA,CBR 150R ABS,0.0
JASA PASANG 10000,NEW PCX 150,10000.0
JASA PASANG 60000,NEW SCOOPY STYLISH,60000.0
JASA PASANG 30000,NEW VARIO 125 CBS-ISS,30000.0
JASA PASANG 5000,ALL NEW CBR150R,5000.0
SAFETY CHECK,NEW SUPRA X 125 CW FI MMC,2000.0
PERBAIKAN STANDAR TENGAH,BEAT POP CBS,25000.0
PERBAIKAN KUNCI SET,BEAT FI CBS,35000.0
JASA PASANG 10000,NEW VARIO ESP CBS ADVANCE,10000.0
JASA PASANG 50000,SUPRA FIT D,50000.0
JASA PASANG 50000,PCX 160 CBS,50000.0
SETEL VELG DEPAN,PCX 160 CBS,75000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,BEAT STREET CBS,20000.0
PAKET CEBAN,PCX 150,10000.0
PENGGANTIAN SARINGAN UDARA,SUPRA X 125 HELM IN FI,5000.0
PENGGANTIAN BUSI,NEW VARIO ESP CBS ISS,15000.0
JASA PASANG 30000,VARIO 150 NEW ACC,30000.0
JASA,VARIO 150,45000.0
JASA PASANG 20000,NEW SUPRA X 125 CW FI MMC,20000.0
PAKET SERVIS SILVER,VARIO 125 CBS ISS,65000.0
PERBAIKAN KANVAS REM DEPAN,BeAT Street,15000.0
JASA PASANG 40000,ADV150 ABS,40000.0
PAKET RESET FI,CB150R STREETFIRE,10000.0
PERGANTIAN OLI MESIN,NEW SCOOPY FASHION,5000.0
JASA PASANG 150000,NEW VARIO TECHNO PGM FI,120000.0
PENGGANTIAN AKI,VARIO 125 CBS-ISS MMC,15000.0
JASA PASANG 15000,REVO 110 SPOKE WHEEL,15000.0
PERBAIKAN COM STEER,NEW PCX 150 ABS,35000.0
PAKET KURAS RADIATOR,NEW PCX 150 ABS,35000.0
JASA PASANG 65000,ADV150 ABS,65000.0
CUCI INJEKTOR 65000,BEAT FI CW,50000.0
PAKET PEMBERSIHAN CVT,BEAT FI CW,10000.0
JASA PASANG 55000,VARIO TECHNO 125 FI ISS,55000.0
JASA PASANG 80000,BeAT Street,50000.0
JASA PASANG 60000,ADV160 CBS,60000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,BEAT POP CBS,85000.0
PENGGANTIAN BUSI,NEW CB150R STREETFIRE,15000.0
JASA PASANG 15000,MEGA PRO,15000.0
JASA PASANG 40000,ADV150 CBS,40000.0
PEMERIKSAAN LAIN - LAIN,CB150R STREETFIRE,0.0
PERBAIKAN MASTER REM DEPAN,BEAT,25000.0
JASA PASANG 10000,PCX,10000.0
PERBAIKAN CVT,VARIO TECHNO 125 FI ISS,15000.0
PERBAIKAN SARINGAN UDARA,VARIO 150 MMC,35000.0
PEMERIKSAAN LAIN - LAIN,ADV160 CBS,0.0
PENGGANTIAN BOHLAM LAMPU DEPAN / SOCKET ,VARIO TECHNO NON CBS,15000.0
SAFETY CHECK,BEAT FI CBS,2000.0
PAKET KURAS OLI SHOCK,BEAT SW FI MMC,25000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),CB150R,84000.0
PASANG PLAT NOMER,NEW SCOOPY SPORTY,15000.0
JASA PASANG 85000,BEAT SPORTY CBS,85000.0
JASA PASANG 60000,NEW PCX 150 ABS,60000.0
PENGGANTIAN KANVAS REM DEPAN,BEAT STREET CBS,20000.0
SERVIS PAKET CVT PLUS,NEW SCOOPY FASHION,50000.0
PAKET PEMBERSIHAN CVT,NEW SCOOPY SPORTY,45000.0
PERBAIKAN CVT,SCOOPY ESP,40000.0
PROMO MERDEKA 1,SCOOPY ESP,0.0
JASA PASANG 70000,VARIO 150,70000.0
PENGGANTIAN BUSI,NEW BLADE R 125 FI,5000.0
JASA PASANG 90000,CS1,90000.0
KPB 3,REVO FIT,0.0
JASA PASANG 20000,ALL NEW SCOOPY SPORTY,20000.0
PEMERIKSAAN LAIN - LAIN,BEAT FI SW,0.0
PEMERIKSAAN KELISTRIKAN,BEAT,0.0
PERBAIKAN BAN DEPAN,BeAT Sporty CBS ISS Deluxe,15000.0
SERVIS PAKET LENGKAP PERAWATAN,ALL NEW SONIC 150 R,120000.0
PENGGANTIAN BEARING DEPAN,ALL NEW SONIC 150 R,25000.0
PAKET SERBU KETUPAT CUB,REVO FIT,50000.0
JASA PASANG 30000,ALL NEW SCOOPY STYLISH,30000.0
JASA FLASH INJEKTOR,ALL NEW SCOOPY STYLISH,15000.0
PENGGANTIAN MASTER REM DEPAN,VARIO 125 CBS-ISS MMC,45000.0
SAFETY CHECK,NEW SCOOPY PRESTIGE,2000.0
SERVICE PERAWATAN BERKALA,VARIO TECHNO NON CBS,110000.0
PAKET PEMBERSIHAN CVT,VARIO TECHNO NON CBS,60000.0
PENGGANTIAN MASTER REM DEPAN,VARIO TECHNO NON CBS,45000.0
PENGGANTIAN BOHLAM BELAKANG,VARIO TECHNO NON CBS,15000.0
PENGGANTIAN RADIATOR COOLANT,VARIO 160 ABS,35000.0
JASA PASANG 50000,VARIO 160 ABS,50000.0
JASA PASANG 135000,VARIO 160 ABS,135000.0
PERBAIKAN FUEL PUMP,VARIO 160 ABS,35000.0
PERBAIKAN CVT,VARIO 160 ABS,50000.0
JASA PASANG 60000,Genio CBS,60000.0
KPB 2,BEAT SPORTY CBS ISS,0.0
PENGGANTIAN KABEL SPEEDO,BEAT FI CW,20000.0
CEK AJA DULU,VARIO TECHNO NON CBS,0.0
PERBAIKAN COM STEER,NEW VARIO 150,35000.0
PENGGANTIAN FUEL PUMP,REVO FIT,45000.0
GANTI OLI PLUS PENGGANTIAN,NEW SUPRA X 125 FI CW,2000.0
SAFETY CHECK,ALL NEW SCOOPY STYLISH,2000.0
SERVICE GRATIS (CSR),NEW VARIO 150,0.0
SPECIAL MATIC 39K,ADV150 ABS,39000.0
JASA PASANG 40000,SCOOPY ESP,40000.0
JASA PASANG 150000,ALL NEW CBR150R,150000.0
PAKET INJECTOR CLEANER,NEW VARIO TECHNO PGM FI,35000.0
CEK REM GRATIS,VARIO 150,0.0
JASA PASANG 255000,VARIO 125 CBS ISS SP,255000.0
PENGGANTIAN AKI,SONIC 150R MATTE BLACK,10000.0
PENGGANTIAN CVT,NEW SONIC 150R STANDARD,0.0
PENGGANTIAN OLI GARDAN,BEAT FI SW,3000.0
BONGKAR MESIN,REVO SW FI,250000.0
PENGGANTIAN BOHLAM LAMPU DEPAN / SOCKET ,GENIO CBS ISS,20000.0
PENGGANTIAN COM STEER,NEW VARIO 125 CBS-ISS,100000.0
SERVIS PAKET LENGKAP PERAWATAN,VARIO 150 NEW ACC,85000.0
JASA PASANG 20000,VARIO TECHNO NON CBS,20000.0
PEMERIKSAAN LAIN - LAIN,VARIO 150 MMC,0.0
JASA PASANG 55000,NEW VARIO 125 CBS,55000.0
PENGGANTIAN BOHLAM SOCKET HEADLIGHT,SCOOPY FI,10000.0
SETEL VELG BELAKANG,PCX 160 CBS,75000.0
PENGGANTIAN SEAL SHOCK BREAKER DEPAN,CBR 250R ABS,0.0
SAFETY CHECK,REVO FIT,2000.0
PAKET PEMBERSIHAN CVT,NEW SCOOPY FI,15000.0
PENGGANTIAN COM STEER,BEAT CW FI MMC,100000.0
PERBAIKAN KABEL REM BELAKANG,ALL NEW SCOOPY SPORTY,45000.0
JASA PASANG 50000,SCOOPY ESP,50000.0
JASA PASANG 5000,VARIO 125 CBS ISS SP,5000.0
JASA PASANG 40000,REVO FIT,40000.0
PENGGANTIAN MASTER REM DEPAN,REVO FIT,35000.0
PERBAIKAN STANDAR TENGAH,NEW SCOOPY PRESTIGE,40000.0
JASA PASANG 60000,BEAT FI CBS,60000.0
SERVIS PAKET LENGKAP PERAWATAN MATIC PLUS,BEAT FI CBS,125000.0
PENGGANTIAN STANG,NEW SUPRA X 125 CW FI MMC,25000.0
JASA PASANG 90000,BEAT STREET CBS,90000.0
PENGGANTIAN OLI GARDAN,NEW VARIO,15000.0
SPECIAL MATIC 50K,ADV150 CBS,50000.0
JASA PASANG 30000,NEW VARIO 125 CBS,30000.0
JASA PASANG 95000,BeAT Street,95000.0
PERBAIKAN BOHLAM SOCKET HEADLIGHT,VARIO 125 CBS MMC,5000.0
PERBAIKAN CVT,Beat Sporty,50000.0
PAKET KURAS OLI SHOCK,PCX HYBRID,85000.0
JASA PASANG 300000,NEW VARIO 125 CBS,300000.0
JASA PASANG 25000,SCOOPY ESP,25000.0
JASA PASANG 265000,NEW SUPRA X 125 FI SW,265000.0
JASA PASANG 45000,NEW PCX 150 CBS,45000.0
JASA PASANG 15000,SUPRA GTR 150,15000.0
CUCI MOTOR,NEW SCOOPY PRESTIGE,15000.0
SPECIAL MATIC 50K,NEW SCOOPY PRESTIGE,25000.0
JASA PASANG 130000,MEGA PRO CW,130000.0
CEK AJA DULU,BEAT SPORTY CBS ISS DELUXE,0.0
JASA PASANG 15000,VARIO 125 CBS ISS SP,15000.0
PENGGANTIAN OLI MESIN,KARISMA 125 D,3000.0
JASA PASANG 130000,NEW SCOOPY SPORTY,130000.0
PENGGANTIAN BUSI,REVO,10000.0
PENGGANTIAN SARINGAN UDARA,REVO,15000.0
PENGGANTIAN AKI,SUPRA X 125 R DD,10000.0
PAKET MATIC 110-125,BEAT CBS FI MMC,160000.0
PENGGANTIAN COM STEER,REVO CAST WHEEL,75000.0
SERVIS PAKET LENGKAP PERAWATAN,REVO CAST WHEEL,85000.0
PEMERIKSAAN LAIN - LAIN,BeAT Sporty CBS ISS,0.0
PEMERIKSAAN LAIN - LAIN,CRF150L,0.0
PAKET CEBAN,VARIO SPOKE WHEEL,0.0
JASA PASANG 10000,VARIO SPOKE WHEEL,10000.0
PERBAIKAN STANDAR TENGAH,ALL NEW SCOOPY SPORTY,25000.0
KPB 2,ADV160 ABS,0.0
JASA PASANG 90000,ADV150 CBS,90000.0
KPB 1,BEAT SPORTY CBS ISS,0.0
PERBAIKAN KUNCI SET,VARIO 125 CBS MMC,0.0
JASA PASANG 25000,Genio CBS ISS,25000.0
PERBAIKAN STANDAR TENGAH,NEW BEAT CAST WHEEL,25000.0
JASA PASANG 100000,Beat Sporty,100000.0
PENGGANTIAN MINYAK REM,BEAT SPORTY CW,0.0
GANTI OLI PLUS PENGGANTIAN,VARIO 150 MMC,0.0
JASA PASANG 10000,NEW VARIO,10000.0
PERBAIKAN CVT,GENIO CBS,60000.0
PERBAIKAN SARINGAN UDARA,BeAT Sporty CBS ISS Deluxe,5000.0
PAKET SERVIS GOLD,BeAT Sporty CBS,80000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,SCOOPY ESP,5000.0
PENGGANTIAN OLI MESIN,SONIC 150R HRR,5000.0
PAKET KURAS MASTER REM,SONIC 150R HRR,25000.0
PERBAIKAN KABEL REM BELAKANG,NEW SUPRA X 125 CW FI MMC,30000.0
PERBAIKAN COM STEER,PCX 150,35000.0
PENGGANTIAN BAN DEPAN,SUPRA X 125 R DD,25000.0
PENGGANTIAN JARI - JARI / GANTI TROMOL,NEW BEAT CAST WHEEL,0.0
SAFETY CHECK,VARIO 150,2000.0
PERBAIKAN MASTER REM BELAKANG,VARIO 125 CBS ISS,25000.0
PEMERIKSAAN KELISTRIKAN,CRF150L,200000.0
JASA PASANG 100000,BeAT Sporty CBS ISS Deluxe,100000.0
PENGGANTIAN KANVAS REM DEPAN,REVO X,20000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,REVO DISK BRAKE,80000.0
JASA PASANG 5000,NEW SUPRA X 125 CW FI MMC,5000.0
PERBAIKAN COM STEER,VARIO 125 CBS-ISS MMC,15000.0
SERVIS PAKET LENGKAP PERWATAN,NEW SCOOPY SPORTY,95000.0
JASA PASANG 250000,BEAT SPORTY CBS ISS,250000.0
JASA PASANG 75000,NEW VARIO 125 CBS,75000.0
PAKET GOCENG,BEAT FI SW,5000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,ALL NEW CB150R STREETFIRE,15000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,CB150 VERZA CW,95000.0
PERBAIKAN STANDAR TENGAH,ALL NEW SCOOPY STYLISH,20000.0
PERGANTIAN OLI MESIN,NEW SCOOPY STYLISH,5000.0
JASA FLASH INJEKTOR,VARIO 125 CBS-ISS MMC,15000.0
PAKET PEMBERSIHAN THROTLE BODY,BEAT SPORTY CBS ISS,25000.0
JASA PASANG 20000,NEW VARIO CBS PGM FI,20000.0
PERBAIKAN MASTER REM DEPAN,BEAT STREET CBS,15000.0
SETEL VELG BELAKANG,VARIO 125 CBS ISS,50000.0
PENGGANTIAN BEARING DEPAN,VARIO 125 CBS ISS,30000.0
PERBAIKAN MASTER REM DEPAN,VARIO 125 CBS ISS,25000.0
JASA PASANG 75000,NEW SCOOPY SPORTY,75000.0
PENGGANTIAN KANVAS REM BELAKANG,NEW SCOOPY SPORTY,15000.0
JASA PASANG 100000,NEW SCOOPY SPORTY,100000.0
PERBAIKAN CVT,NEW SCOOPY SPORTY,50000.0
JASA PASANG 15000,GENIO CBS ISS,15000.0
PAKET RESET FI,Genio CBS,25000.0
PAKET KURAS RADIATOR,SUPRA X 125 DISK BRAKE,25000.0
PENGGANTIAN KANVAS REM BELAKANG,REVO FIT,25000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,SUPRA X 125 SW MMC,100000.0
KPB 4,GENIO CBS ISS,0.0
PERBAIKAN BAN BELAKANG,NEW VARIO 125 CBS ISS,20000.0
PENGGANTIAN KANVAS REM DEPAN,SCOOPY ESP,20000.0
JASA PASANG 65000,ALL NEW SCOOPY SPORTY,65000.0
PERGANTIAN OLI MESIN,NEW SCOOPY PRESTIGE,5000.0
GANTI OLI PLUS PENGGANTIAN,REVO X,0.0
PERBAIKAN STANG,SUPRA X 125 CW MMC,20000.0
PERBAIKAN KUNCI SET,SUPRA X 125 CW MMC,50000.0
PERBAIKAN KANVAS REM DEPAN,BLADE,8000.0
KPB 2,SCOOPY STYLISH,0.0
JASA PASANG 5000,SONIC 150R MATTE BLACK,5000.0
GANTI OLI PLUS PENGGANTIAN,NEW VARIO 125 CBS,5000.0
PERBAIKAN COM STEER,SUPRA FIT,15000.0
PAKET CEBAN,VARIO 150 NEW ACC,10000.0
JASA CEK KILAT,ALL NEW SCOOPY SPORTY,1.0
PENGGANTIAN KANVAS REM DEPAN,NEW VARIO 125 CBS-ISS,15000.0
JASA PASANG 70000,BeAT Street,67000.0
PENGGANTIAN KANVAS REM DEPAN,ALL NEW CB150R STREETFIRE,25000.0
PAKET SERVIS GOLD,VARIO 125 CBS,160000.0
JASA PASANG 10000,NEW SCOOPY FASHION,10000.0
PAKET CEBAN,CBR 150R ABS,10000.0
PENGGANTIAN KABEL SPEEDO,VARIO TECHNO NON CBS,20000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),BEAT POP CW,0.0
CEK KELISTRIKAN FULL 50,BEAT SPORTY CW,50000.0
PAKET CEBAN,NEW VARIO ESP CBS ISS ADVA,10000.0
PAKET INJECTOR CLEANER,CB150R STREETFIRE,50000.0
PERBAIKAN CVT,PCX 160 ABS,50000.0
PENGGANTIAN KANVAS REM BELAKANG,VARIO 160 ABS,20000.0
PENGGANTIAN CVT,VARIO 160 ABS,40000.0
JASA PASANG 70000,BEAT STREET CBS,70000.0
JASA PASANG 100000,ADV150 CBS,100000.0
PENGGANTIAN OLI MESIN,ADV 160 CBS,0.0
PENGGANTIAN FUEL PUMP,ADV150 ABS,25000.0
PENGGANTIAN BELT DRIVE / ROLLER,ADV150 ABS,0.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,BEAT POP CW,25000.0
JASA PASANG 15000,BEAT POP CW,13000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,NEW VARIO 150,15000.0
ANTAR JEMPUT/VISIT,BeAT Street,20000.0
PAKET KURAS MASTER REM,VARIO 125 CBS ISS,0.0
SERVIS LENGKAP PERAWATAN,BeAT Sporty CBS,90000.0
PENGGANTIAN MINYAK REM,Beat Sporty,10000.0
Service Lengkap Vario 160,VARIO 160 CBS,140000.0
PAKET CEBAN,SONIC 150R HRR,10000.0
PERBAIKAN CVT,PCX 160 CBS,0.0
SPECIAL MATIC 50K,PCX 150,50000.0
JASA PASANG 250000,BEAT SPORTY CBS,250000.0
PAKET GOCENG,VARIO 150 NEW ACC,5000.0
PERBAIKAN BAN DEPAN,NEW VARIO 125 CBS,20000.0
PENGGANTIAN BUSI,NEW VARIO,15000.0
PERBAIKAN BOHLAM SOCKET HEADLIGHT,ALL NEW SCOOPY SPORTY,5000.0
KURAS OLI REM DEAPN,BeAT Sporty CBS ISS Deluxe,32000.0
PENGGANTIAN MASTER REM DEPAN,VARIO 150 MMC,50000.0
PERBAIKAN KANVAS REM DEPAN,SPACY CW HELM IN FI,15000.0
PENGGANTIAN BELT DRIVE / ROLLER,VARIO 150,68000.0
JASA PASANG 30000,Beat Sporty,28000.0
PENGGANTIAN BUSI,PCX 160 ABS,10000.0
JASA PASANG 10000,CB150 VERZA CW,10000.0
PENGGANTIAN SARINGAN UDARA,ALL NEW CB150R STREETFIRE,10000.0
PEMERIKSAAN LAIN - LAIN,PCX 150,0.0
PAKET SERVIS SILVER,BEAT SPORTY CBS,90000.0
